product_name;brand;product_type;unit;unit_purchase;price_per_unit;total_price;currency;date;delivery;store_location;type_store;customer_name;cashier_name
Timber Roof Frame;Unbranded;Roof Frame;Meter;30;30000;900000;IDR;03/05/2024 17:01;Pickup;Jakarta;Branch;Kayla Ubaid;Fiona Gianna
Asbestos Sheet;Djabesmen;Roof Covering;Meter;14;60000;840000;IDR;19/08/2022 13:46;Delivery;Tasikmalaya;Head Office;Agus Wijaya;Atyla Azfa
Wall Paint;Dulux;Paint;Can;39;120000;4680000;IDR;21/01/2020 8:56;Pickup;Denpasar;Branch;Ananda Syaiban;Ibrahim Iman
Tile Adhesive Mortar;AM;Mortar;Sack;39;60000;2340000;IDR;10/01/2023 14:34;Delivery;Jakarta;Branch;Agung Wijaya;Ahmad Adam
PVC Pipe;Wavin;Plumbing;Meter;45;15000;675000;IDR;08/01/2024 12:27;Pickup;Jakarta;Branch;Agus Tanuwijaya;Fiona Gianna
PVC Pipe;Rucika;Plumbing;Meter;10;16000;160000;IDR;12/08/2024 10:58;Delivery;Surabaya;Branch;Tono Wijaya;Zahra Jasmine
Pliers;Tekiro;Tool;Piece;1;35000;35000;IDR;24/09/2020 15:33;Pickup;Medan;Branch;Aleena Jayawardana;Kezia Karen
Tiga Roda 40 kg;Tiga Roda;Cement;Sack;12;64000;768000;IDR;06/11/2024 8:35;Delivery;Tasikmalaya;Head Office;Hendra Kusuma;Al Harits
Door Handle;Belleza;Lock Accessory;Piece;17;50000;850000;IDR;19/12/2023 13:07;Delivery;Jayapura;Branch;Erna Malaka;Latifa Laila
Hand Saw;Tekiro;Tool;Piece;43;60000;2580000;IDR;07/11/2024 11:39;Delivery;Medan;Branch;Ayu Tanuwijaya;Ehsan Aziz
Hammer;Lippro;Tool;Piece;22;50000;1100000;IDR;03/04/2020 10:46;Pickup;Tasikmalaya;Head Office;Hendra Pahlevi;Ayu Putri Avicenna
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;10;15000;150000;IDR;07/04/2020 16:12;Delivery;Surabaya;Branch;Azahra Ubaid;Zahra Jasmine
Hoe;Camel;Tool;Piece;8;80000;640000;IDR;13/04/2020 14:26;Delivery;Denpasar;Branch;Agung Tanuwijaya;Permata Qaila
Wooden Beam;Unbranded;Wood;Piece;24;40000;960000;IDR;12/11/2020 12:33;Delivery;Surabaya;Branch;Aleena Syaiban;Zahra Jasmine
Paint Brush;Eterna;Paint Accessory;Piece;50;15000;750000;IDR;05/08/2022 8:18;Pickup;Denpasar;Branch;Azahra Kusuma;Permata Qaila
Water Tank;Penguin;Plumbing;Piece;23;1500000;34500000;IDR;18/03/2023 14:22;Pickup;Denpasar;Branch;Azahra Wijaya;Ibrahim Iman
PVC Door;Maspion;Door;Piece;7;350000;2450000;IDR;20/12/2024 10:40;Pickup;Tasikmalaya;Head Office;Maya Pahlevi;Al Harits
Concrete Sand;Unbranded;Sand;Cubic Meter;8;300000;2400000;IDR;23/01/2020 14:57;Delivery;Jayapura;Branch;Erna Tanuwijaya;Latifa Laila
Red Brick;Laksana;Brick;Piece;26;800;20800;IDR;11/02/2022 15:57;Delivery;Jakarta;Branch;Syifa Syaiban;Fiona Gianna
Metal Roof Tile;Multi Roof;Roof Covering;Piece;29;5000;145000;IDR;08/08/2022 17:30;Pickup;Surabaya;Branch;Hendra Ubaid;Agus Cahyadi
Door Lock;Solid;Lock;Set;35;100000;3500000;IDR;27/09/2023 14:30;Pickup;Jayapura;Branch;Saiful Shihab;Faiz Fadlurrahman
Wall Paint;Dulux;Paint;Can;41;120000;4920000;IDR;25/12/2024 11:36;Delivery;Jakarta;Branch;Agus Ubaid;Ahmad Adam
Granite Tile;Indogress;Tile;Box;4;150000;600000;IDR;25/09/2023 14:12;Pickup;Tasikmalaya;Head Office;Ayu Pahlevi;Ayu Putri Avicenna
Clay Roof Tile;Kanmuri;Roof Covering;Piece;24;2000;48000;IDR;21/08/2021 13:37;Delivery;Bandung;Branch;Kayla Tanuwijaya;Anwar Arif Akhtar
Power Outlet;Panasonic;Electrical;Piece;29;20000;580000;IDR;28/03/2022 9:08;Pickup;Surabaya;Branch;Agus Malaka;Zahra Jasmine
Gresik 40 kg;Gresik;Cement;Sack;40;57000;2280000;IDR;18/02/2023 16:32;Delivery;Jayapura;Branch;Aleena Shihab;Fauzi Ghaffar
PVC Pipe;Rucika;Plumbing;Meter;15;16000;240000;IDR;19/04/2023 17:38;Pickup;Jakarta;Branch;Ayu Malaka;Muhammad Fikru
Roof Batten (Reng);Unbranded;Wood;Piece;20;15000;300000;IDR;08/09/2022 16:48;Pickup;Medan;Branch;Kayla Wijaya;Chairil Dhaifullah
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;30;76000;2280000;IDR;05/05/2022 15:07;Pickup;Surabaya;Branch;Ayu Syaiban;Agus Cahyadi
Squat Toilet;INA;Sanitary;Piece;35;300000;10500000;IDR;10/04/2020 15:09;Delivery;Jayapura;Branch;Aleena Kusuma;Latifa Laila
Gresik 50 kg;Gresik;Cement;Sack;19;70000;1330000;IDR;17/06/2024 11:51;Delivery;Bandung;Branch;Aleena Thalib;Anwar Arif Akhtar
Hand Saw;Tekiro;Tool;Piece;27;60000;1620000;IDR;18/09/2020 13:23;Delivery;Denpasar;Branch;Azahra Syaiban;Ilyas Jabar
Plastering Float;Lippro;Tool;Piece;39;30000;1170000;IDR;07/10/2024 12:52;Delivery;Jayapura;Branch;Ayu Pahlevi;Marshanda Maharani
Door Lock;Solid;Lock;Set;40;100000;4000000;IDR;19/01/2024 17:01;Delivery;Denpasar;Branch;Tono Pahlevi;Ibrahim Iman
Skim Coat (Wall Putty);Drymix;Mortar;Sack;41;55000;2255000;IDR;18/02/2022 13:51;Delivery;Denpasar;Branch;Ayu Malaka;Nina Octavia
Squat Toilet;INA;Sanitary;Piece;22;300000;6600000;IDR;06/04/2022 15:04;Pickup;Jayapura;Branch;Aleena Pahlevi;Marshanda Maharani
Shovel;Camel;Tool;Piece;13;75000;975000;IDR;22/04/2024 9:49;Delivery;Jayapura;Branch;Azahra Kusuma;Fauzi Ghaffar
Holcim 50 kg;Holcim;Cement;Sack;2;68000;136000;IDR;31/01/2020 8:29;Pickup;Tasikmalaya;Head Office;Ferry Ubaid;Al Harits
Metal Roof Tile;Multi Roof;Roof Covering;Piece;23;5000;115000;IDR;13/10/2021 8:51;Pickup;Tasikmalaya;Head Office;Agus Pahlevi;Ayu Putri Avicenna
Hammer;Lippro;Tool;Piece;37;50000;1850000;IDR;19/08/2024 8:00;Delivery;Bandung;Branch;Ayu Jayawardana;Asep Aziz
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;17;15000;255000;IDR;12/10/2023 8:52;Pickup;Bandung;Branch;Hendra Wijaya;Asep Aziz
Ceramic Tile;Roman;Tile;Box;38;75000;2850000;IDR;14/12/2024 16:23;Delivery;Denpasar;Branch;Asep Ubaid;Nina Octavia
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;24;76000;1824000;IDR;12/02/2024 12:03;Delivery;Bandung;Branch;Azahra Wijaya;Harum Hafsa
Rebar 6mm;Krakatau Steel;Steel;Meter;28;15000;420000;IDR;17/10/2023 13:52;Pickup;Tasikmalaya;Head Office;Budi Ubaid;Al Harits
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;18;350000;6300000;IDR;17/05/2022 16:00;Pickup;Denpasar;Branch;Melania Syaiban;Ibrahim Iman
Hand Saw;Tekiro;Tool;Piece;9;60000;540000;IDR;19/03/2024 8:57;Delivery;Surabaya;Branch;Tono Syaiban;Agus Cahyadi
Masonry Sand;Unbranded;Sand;Cubic Meter;28;250000;7000000;IDR;24/02/2021 17:05;Delivery;Surabaya;Branch;Saiful Jayawardana;Isabell Inaya
PVC Pipe;Wavin;Plumbing;Meter;24;15000;360000;IDR;18/08/2023 12:32;Delivery;Jayapura;Branch;Asep Pahlevi;Faiz Fadlurrahman
Door Frame (Wood);Unbranded;Door Frame;Piece;22;250000;5500000;IDR;10/10/2024 11:21;Pickup;Jayapura;Branch;Ananda Kusuma;Marshanda Maharani
Concrete Block;Bricon;Brick;Piece;8;5000;40000;IDR;27/10/2023 13:33;Pickup;Jayapura;Branch;Nina Thalib;Marshanda Maharani
Wall Paint;Dulux;Paint;Can;22;120000;2640000;IDR;24/12/2020 10:21;Delivery;Jayapura;Branch;Saiful Jayawardana;Latifa Laila
Pliers;Tekiro;Tool;Piece;10;35000;350000;IDR;25/01/2023 16:06;Pickup;Denpasar;Branch;Nina Malaka;Ilyas Jabar
Hoe;Camel;Tool;Piece;20;80000;1600000;IDR;08/01/2021 13:39;Delivery;Denpasar;Branch;Nina Shihab;Ibrahim Iman
Concrete Block;Bricon;Brick;Piece;34;5000;170000;IDR;22/01/2021 16:00;Delivery;Bandung;Branch;Asep Wijaya;Harum Hafsa
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;40;90000;3600000;IDR;17/07/2024 16:47;Pickup;Tasikmalaya;Head Office;Tono Jayawardana;Ayu Putri Avicenna
Holcim 50 kg;Holcim;Cement;Sack;15;68000;1020000;IDR;04/09/2021 12:21;Delivery;Bandung;Branch;Aleena Thalib;Asep Aziz
Granite Tile;Indogress;Tile;Box;36;150000;5400000;IDR;21/02/2024 9:14;Pickup;Medan;Branch;Erna Syaiban;Chairil Dhaifullah
Wooden Door;Unbranded;Door;Piece;18;500000;9000000;IDR;13/10/2020 8:17;Delivery;Jayapura;Branch;Budi Wijaya;Latifa Laila
Conduit Pipe;Clipsal;Electrical;Meter;10;7000;70000;IDR;05/04/2022 11:22;Pickup;Tasikmalaya;Head Office;Erna Shihab;Atyla Azfa
Plastering Float;Lippro;Tool;Piece;27;30000;810000;IDR;01/03/2023 16:46;Pickup;Jakarta;Branch;Hendra Tanuwijaya;Fiona Gianna
Rebar 6mm;Krakatau Steel;Steel;Meter;15;15000;225000;IDR;01/04/2020 12:55;Delivery;Medan;Branch;Ferry Malaka;Kayla Kiki Lena
Asbestos Sheet;Djabesmen;Roof Covering;Meter;19;60000;1140000;IDR;25/01/2024 16:04;Pickup;Tasikmalaya;Head Office;Hendra Thalib;Ayu Putri Avicenna
PVC Door;Maspion;Door;Piece;43;350000;15050000;IDR;05/12/2023 8:58;Pickup;Surabaya;Branch;Tono Jayawardana;Isabell Inaya
Squat Toilet;INA;Sanitary;Piece;20;300000;6000000;IDR;20/08/2021 12:11;Delivery;Jayapura;Branch;Kayla Syaiban;Fauzi Ghaffar
Rebar 8mm;Master Steel;Steel;Meter;49;20000;980000;IDR;18/02/2021 16:31;Pickup;Tasikmalaya;Head Office;Wawan Syaiban;Ayu Putri Avicenna
Tile Adhesive Mortar;AM;Mortar;Sack;37;60000;2220000;IDR;17/03/2021 8:11;Delivery;Medan;Branch;Agus Thalib;Kayla Kiki Lena
Door Frame (Wood);Unbranded;Door Frame;Piece;24;250000;6000000;IDR;10/08/2024 13:05;Delivery;Medan;Branch;Kayla Syaiban;Kayla Kiki Lena
Hammer;Lippro;Tool;Piece;44;50000;2200000;IDR;29/01/2024 16:30;Delivery;Bandung;Branch;Hendra Jayawardana;Harum Hafsa
Concrete Block;Bricon;Brick;Piece;9;5000;45000;IDR;24/06/2020 11:08;Pickup;Tasikmalaya;Head Office;Aleena Pahlevi;Al Harits
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;40;90000;3600000;IDR;28/11/2020 14:11;Pickup;Medan;Branch;Aleena Syaiban;Chairil Dhaifullah
Asbestos Sheet;Djabesmen;Roof Covering;Meter;34;60000;2040000;IDR;05/08/2022 17:25;Pickup;Jakarta;Branch;Melania Ubaid;Erinna Elsa Elizha
Gresik 40 kg;Gresik;Cement;Sack;27;57000;1539000;IDR;02/12/2020 15:12;Pickup;Surabaya;Branch;Melania Wijaya;Isabell Inaya
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;19;76000;1444000;IDR;23/10/2021 13:32;Pickup;Bandung;Branch;Erna Pahlevi;Anwar Arif Akhtar
Door Handle;Belleza;Lock Accessory;Piece;10;50000;500000;IDR;07/12/2023 10:59;Pickup;Tasikmalaya;Head Office;Azahra Wijaya;Al Harits
Electrical Cable;Supreme;Electrical;Meter;38;5000;190000;IDR;11/03/2023 13:28;Pickup;Jayapura;Branch;Ferry Ubaid;Latifa Laila
Hand Saw;Tekiro;Tool;Piece;20;60000;1200000;IDR;05/01/2021 16:33;Pickup;Jakarta;Branch;Ayu Pahlevi;Muhammad Fikru
Door Handle;Belleza;Lock Accessory;Piece;29;50000;1450000;IDR;13/08/2022 11:56;Delivery;Bandung;Branch;Kayla Jayawardana;Harum Hafsa
Skim Coat (Wall Putty);Drymix;Mortar;Sack;50;55000;2750000;IDR;09/09/2024 12:36;Pickup;Surabaya;Branch;Hendra Tanuwijaya;Agus Cahyadi
Hammer;Lippro;Tool;Piece;1;50000;50000;IDR;06/09/2021 12:09;Delivery;Medan;Branch;Asep Kusuma;Kezia Karen
Gresik 40 kg;Gresik;Cement;Sack;49;57000;2793000;IDR;18/12/2020 12:11;Pickup;Denpasar;Branch;Erna Malaka;Permata Qaila
Electrical Cable;Supreme;Electrical;Meter;26;5000;130000;IDR;16/11/2024 16:51;Delivery;Medan;Branch;Agung Kusuma;Chairil Dhaifullah
Rebar 10mm;Gunung Steel;Steel;Meter;19;25000;475000;IDR;26/07/2024 15:13;Pickup;Jakarta;Branch;Tono Syaiban;Muhammad Fikru
Shower;American Standard;Sanitary;Set;18;200000;3600000;IDR;11/01/2020 11:14;Pickup;Jakarta;Branch;Agung Ubaid;Muhammad Fikru
Conduit Pipe;Clipsal;Electrical;Meter;25;7000;175000;IDR;25/02/2023 9:02;Pickup;Jayapura;Branch;Agung Jayawardana;Fauzi Ghaffar
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;21;15000;315000;IDR;06/05/2020 9:00;Delivery;Jayapura;Branch;Agus Syaiban;Fauzi Ghaffar
Hand Saw;Tekiro;Tool;Piece;50;60000;3000000;IDR;10/03/2020 12:29;Delivery;Bandung;Branch;Ananda Ubaid;Harum Hafsa
Shovel;Camel;Tool;Piece;46;75000;3450000;IDR;13/09/2022 10:15;Delivery;Tasikmalaya;Head Office;Saiful Malaka;Naura Aliya Lestari
Spirit Level;Krisbow;Tool;Piece;23;65000;1495000;IDR;10/04/2020 15:51;Delivery;Bandung;Branch;Wawan Tanuwijaya;Harum Hafsa
Shovel;Camel;Tool;Piece;40;75000;3000000;IDR;15/11/2022 8:50;Delivery;Jayapura;Branch;Tono Ubaid;Faiz Fadlurrahman
Steel Door;WINA;Door;Piece;2;700000;1400000;IDR;20/09/2021 16:56;Pickup;Jakarta;Branch;Maya Wijaya;Erinna Elsa Elizha
Rebar 8mm;Master Steel;Steel;Meter;39;20000;780000;IDR;01/04/2020 17:08;Delivery;Jakarta;Branch;Ferry Shihab;Ahmad Adam
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;40;90000;3600000;IDR;28/09/2024 12:34;Pickup;Bandung;Branch;Agus Ubaid;Anwar Arif Akhtar
Door Lock;Solid;Lock;Set;48;100000;4800000;IDR;03/02/2022 12:11;Delivery;Bandung;Branch;Nina Syaiban;Hera Harsha
Rebar 10mm;Gunung Steel;Steel;Meter;35;25000;875000;IDR;04/06/2021 15:57;Delivery;Denpasar;Branch;Nina Kusuma;Ilyas Jabar
Lightweight Brick (AAC Block);Hebel;Brick;Piece;22;10000;220000;IDR;30/01/2024 9:20;Pickup;Tasikmalaya;Head Office;Asep Shihab;Al Harits
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;3;350000;1050000;IDR;27/01/2021 10:33;Delivery;Jayapura;Branch;Azahra Jayawardana;Latifa Laila
Wall Paint;Dulux;Paint;Can;19;120000;2280000;IDR;03/02/2020 9:52;Delivery;Jayapura;Branch;Melania Wijaya;Fauzi Ghaffar
Wooden Beam;Unbranded;Wood;Piece;43;40000;1720000;IDR;10/03/2023 14:54;Pickup;Denpasar;Branch;Nina Syaiban;Permata Qaila
Metal Roof Tile;Multi Roof;Roof Covering;Piece;4;5000;20000;IDR;26/06/2021 14:53;Pickup;Surabaya;Branch;Ferry Wijaya;Burhan Bakhtiar
Hand Saw;Tekiro;Tool;Piece;15;60000;900000;IDR;12/02/2024 14:34;Pickup;Surabaya;Branch;Budi Wijaya;Isabell Inaya
Hammer;Lippro;Tool;Piece;16;50000;800000;IDR;09/12/2020 16:08;Pickup;Medan;Branch;Syifa Ubaid;Ehsan Aziz
Rebar 6mm;Krakatau Steel;Steel;Meter;43;15000;645000;IDR;13/09/2024 15:04;Pickup;Jakarta;Branch;Aleena Wijaya;Muhammad Fikru
Ceramic Tile;Roman;Tile;Box;11;75000;825000;IDR;03/06/2021 15:17;Pickup;Tasikmalaya;Head Office;Wawan Syaiban;Al Harits
Wall Putty (Filler);Matex;Paint Accessory;Kg;10;20000;200000;IDR;14/10/2022 9:35;Pickup;Surabaya;Branch;Nina Thalib;Burhan Bakhtiar
Tiga Roda 50 kg;Tiga Roda;Cement;Sack;23;76000;1748000;IDR;16/12/2020 12:39;Pickup;Surabaya;Branch;Agus Pahlevi;Agus Cahyadi
Conduit Pipe;Clipsal;Electrical;Meter;50;7000;350000;IDR;24/09/2020 11:25;Pickup;Tasikmalaya;Head Office;Tono Ubaid;Naura Aliya Lestari
Door Handle;Belleza;Lock Accessory;Piece;20;50000;1000000;IDR;25/09/2020 11:23;Pickup;Denpasar;Branch;Azahra Shihab;Ibrahim Iman
Clay Roof Tile;Kanmuri;Roof Covering;Piece;1;2000;2000;IDR;04/10/2021 15:38;Delivery;Medan;Branch;Agung Ubaid;Kezia Karen
Water Tank;Penguin;Plumbing;Piece;13;1500000;19500000;IDR;24/05/2023 15:06;Pickup;Bandung;Branch;Agung Syaiban;Anwar Arif Akhtar
Shovel;Camel;Tool;Piece;48;75000;3600000;IDR;14/03/2023 17:23;Pickup;Surabaya;Branch;Kayla Syaiban;Agus Cahyadi
GRC Board;KalsiBoard;Ceiling;Sheet;44;70000;3080000;IDR;16/12/2020 16:23;Pickup;Denpasar;Branch;Kayla Thalib;Ibrahim Iman
Rebar 6mm;Krakatau Steel;Steel;Meter;25;15000;375000;IDR;08/04/2020 8:37;Pickup;Denpasar;Branch;Saiful Wijaya;Ibrahim Iman
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;30;50000;1500000;IDR;22/12/2020 14:47;Pickup;Medan;Branch;Saiful Kusuma;Kezia Karen
Gresik 50 kg;Gresik;Cement;Sack;41;70000;2870000;IDR;19/02/2022 17:18;Pickup;Denpasar;Branch;Asep Kusuma;Ibrahim Iman
Paint Roller;Ace Oldfields;Paint Accessory;Piece;50;25000;1250000;IDR;11/03/2021 13:35;Delivery;Bandung;Branch;Maya Jayawardana;Anwar Arif Akhtar
GRC Board;KalsiBoard;Ceiling;Sheet;17;70000;1190000;IDR;14/06/2022 13:11;Pickup;Surabaya;Branch;Azahra Kusuma;Zahra Jasmine
Squat Toilet;INA;Sanitary;Piece;35;300000;10500000;IDR;15/12/2023 13:45;Delivery;Denpasar;Branch;Nina Ubaid;Ilyas Jabar
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;37;90000;3330000;IDR;24/04/2024 15:58;Delivery;Denpasar;Branch;Maya Pahlevi;Nina Octavia
Ceiling Cornice / Profile List;Aplus;Ceiling;Meter;9;15000;135000;IDR;07/10/2020 16:27;Delivery;Jayapura;Branch;Ananda Malaka;Marshanda Maharani
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;18;50000;900000;IDR;30/07/2020 10:50;Delivery;Jakarta;Branch;Tono Kusuma;Fiona Gianna
Steel Door;WINA;Door;Piece;16;700000;11200000;IDR;04/12/2023 11:29;Pickup;Surabaya;Branch;Erna Thalib;Zahra Jasmine
Electrical Cable;Supreme;Electrical;Meter;35;5000;175000;IDR;10/09/2021 13:33;Pickup;Bandung;Branch;Hendra Thalib;Hera Harsha
Rebar 8mm;Master Steel;Steel;Meter;34;20000;680000;IDR;23/05/2020 15:37;Delivery;Bandung;Branch;Wawan Jayawardana;Anwar Arif Akhtar
Rebar 6mm;Krakatau Steel;Steel;Meter;10;15000;150000;IDR;31/10/2024 12:59;Pickup;Surabaya;Branch;Maya Shihab;Burhan Bakhtiar
Shower;American Standard;Sanitary;Set;38;200000;7600000;IDR;29/08/2024 13:01;Pickup;Surabaya;Branch;Syifa Pahlevi;Isabell Inaya
Masonry Sand;Unbranded;Sand;Cubic Meter;15;250000;3750000;IDR;18/05/2023 10:56;Delivery;Tasikmalaya;Head Office;Tono Pahlevi;Atyla Azfa
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;1;350000;350000;IDR;07/03/2020 9:39;Delivery;Jakarta;Branch;Maya Shihab;Ahmad Adam
Rebar 8mm;Master Steel;Steel;Meter;14;20000;280000;IDR;03/05/2021 13:39;Pickup;Jakarta;Branch;Saiful Pahlevi;Fiona Gianna
Hoe;Camel;Tool;Piece;1;80000;80000;IDR;18/04/2020 14:15;Pickup;Jayapura;Branch;Ananda Thalib;Marshanda Maharani
Door Frame (Wood);Unbranded;Door Frame;Piece;34;250000;8500000;IDR;05/03/2024 8:20;Delivery;Bandung;Branch;Wawan Jayawardana;Harum Hafsa
Paint Brush;Eterna;Paint Accessory;Piece;9;15000;135000;IDR;24/06/2020 10:03;Pickup;Medan;Branch;Wawan Malaka;Chairil Dhaifullah
Spandek / Galvalume Sheet;BlueScope;Roof Covering;Meter;10;90000;900000;IDR;06/03/2023 11:04;Pickup;Medan;Branch;Erna Pahlevi;Chairil Dhaifullah
Tile Adhesive Mortar;AM;Mortar;Sack;7;60000;420000;IDR;31/03/2021 8:07;Pickup;Tasikmalaya;Head Office;Agung Thalib;Naura Aliya Lestari
Conduit Pipe;Clipsal;Electrical;Meter;8;7000;56000;IDR;19/02/2021 9:57;Delivery;Jayapura;Branch;Maya Wijaya;Latifa Laila
Hoe;Camel;Tool;Piece;1;80000;80000;IDR;06/05/2021 11:56;Delivery;Denpasar;Branch;Ananda Syaiban;Ilyas Jabar
Paint Brush;Eterna;Paint Accessory;Piece;38;15000;570000;IDR;04/04/2022 15:23;Delivery;Tasikmalaya;Head Office;Tono Syaiban;Atyla Azfa
Tile Grout;Sika;Mortar;Sack;13;45000;585000;IDR;27/01/2024 17:02;Delivery;Medan;Branch;Syifa Kusuma;Ehsan Aziz
Plaster Mortar;Mortar Utama (MU);Mortar;Sack;44;50000;2200000;IDR;11/10/2022 11:55;Delivery;Medan;Branch;Hendra Tanuwijaya;Ehsan Aziz
Lightweight Brick (AAC Block);Hebel;Brick;Piece;42;10000;420000;IDR;01/10/2024 9:22;Pickup;Bandung;Branch;Agung Tanuwijaya;Asep Aziz
Door Frame (Wood);Unbranded;Door Frame;Piece;38;250000;9500000;IDR;07/02/2024 10:55;Pickup;Tasikmalaya;Head Office;Hendra Jayawardana;Atyla Azfa
Crushed Stone / Gravel;Unbranded;Stone;Cubic Meter;46;350000;16100000;IDR;02/01/2020 13:51;Delivery;Denpasar;Branch;Melania Shihab;Nina Octavia
Spirit Level;Krisbow;Tool;Piece;18;65000;1170000;IDR;01/10/2024 17:51;Delivery;Jakarta;Branch;Ananda Wijaya;Fiona Gianna
Shovel;Camel;Tool;Piece;42;75000;3150000;IDR;20/02/2021 8:51;Pickup;Denpasar;Branch;Tono Thalib;Nina Octavia
GRC Board;KalsiBoard;Ceiling;Sheet;40;70000;2800000;IDR;07/03/2023 11:32;Delivery;Denpasar;Branch;Budi Ubaid;Ilyas Jabar
Timber Beam (Kaso);Unbranded;Wood;Piece;10;25000;250000;IDR;24/09/2022 15:18;Delivery;Jayapura;Branch;Syifa Ubaid;Marshanda Maharani
Gypsum Board;Jayaboard;Ceiling;Sheet;18;60000;1080000;IDR;02/05/2024 11:41;Pickup;Tasikmalaya;Head Office;Azahra Malaka;Naura Aliya Lestari
Hand Saw;Tekiro;Tool;Piece;28;60000;1680000;IDR;07/12/2022 10:12;Delivery;Jakarta;Branch;Melania Shihab;Erinna Elsa Elizha
PVC Pipe;Rucika;Plumbing;Meter;34;16000;544000;IDR;25/09/2020 11:35;Pickup;Jayapura;Branch;Melania Jayawardana;Latifa Laila
Rebar 8mm;Master Steel;Steel;Meter;35;20000;700000;IDR;07/09/2020 17:37;Pickup;Jakarta;Branch;Nina Malaka;Ahmad Adam
Pliers;Tekiro;Tool;Piece;35;35000;1225000;IDR;18/09/2020 9:54;Pickup;Denpasar;Branch;Tono Wijaya;Nina Octavia
Conduit Pipe;Clipsal;Electrical;Meter;16;7000;112000;IDR;28/01/2020 10:32;Delivery;Tasikmalaya;Head Office;Erna Jayawardana;Al Harits
PVC Door;Maspion;Door;Piece;17;350000;5950000;IDR;27/02/2021 15:48;Delivery;Denpasar;Branch;Budi Kusuma;Ilyas Jabar
Holcim 50 kg;Holcim;Cement;Sack;34;68000;2312000;IDR;25/07/2020 17:36;Pickup;Tasikmalaya;Head Office;Agung Malaka;Atyla Azfa
Squat Toilet;INA;Sanitary;Piece;8;300000;2400000;IDR;07/10/2022 14:33;Pickup;Tasikmalaya;Head Office;Tono Kusuma;Naura Aliya Lestari
Door Hinge;Belleza;Lock Accessory;Pair;1;30000;30000;IDR;06/02/2024 12:01;Delivery;Tasikmalaya;Head Office;Tono Wijaya;Ayu Putri Avicenna
Power Outlet;Panasonic;Electrical;Piece;43;20000;860000;IDR;10/08/2021 9:33;Pickup;Jakarta;Branch;Agung Wijaya;Muhammad Fikru
Roof Batten (Reng);Unbranded;Wood;Piece;46;15000;690000;IDR;09/04/2021 8:14;Delivery;Medan;Branch;Tono Syaiban;Kayla Kiki Lena
Wooden Door;Unbranded;Door;Piece;44;500000;22000000;IDR;22/01/2022 15:51;Delivery;Bandung;Branch;Ananda Shihab;Asep Aziz
Gypsum Board;Jayaboard;Ceiling;Sheet;41;60000;2460000;IDR;27/07/2023 14:27;Pickup;Jayapura;Branch;Aleena Tanuwijaya;Fauzi Ghaffar
Electrical Cable;Supreme;Electrical;Meter;33;5000;165000;IDR;11/02/2020 8:01;Delivery;Bandung;Branch;Agus Thalib;Anwar Arif Akhtar
Sitting Toilet;TOTO;Sanitary;Piece;22;1200000;26400000;IDR;20/08/2022 15:34;Pickup;Medan;Branch;Ayu Pahlevi;Kayla Kiki Lena
Clay Roof Tile;Kanmuri;Roof Covering;Piece;24;2000;48000;IDR;02/04/2022 12:49;Delivery;Surabaya;Branch;Kayla Ubaid;Burhan Bakhtiar
Electrical Cable;Supreme;Electrical;Meter;37;5000;185000;IDR;18/05/2023 11:11;Delivery;Tasikmalaya;Head Office;Agung Ubaid;Naura Aliya Lestari
Metal Roof Tile;Multi Roof;Roof Covering;Piece;19;5000;95000;IDR;06/07/2021 9:36;Delivery;Jakarta;Branch;Agung Tanuwijaya;Fiona Gianna
Roof Batten (Reng);Unbranded;Wood;Piece;17;15000;255000;IDR;11/09/2020 12:24;Pickup;Surabaya;Branch;Asep Shihab;Burhan Bakhtiar
Rebar 8mm;Master Steel;Steel;Meter;24;20000;480000;IDR;30/10/2021 14:17;Pickup;Surabaya;Branch;Ferry Thalib;Zahra Jasmine
Asbestos Sheet;Djabesmen;Roof Covering;Meter;48;60000;2880000;IDR;04/08/2021 13:23;Pickup;Surabaya;Branch;Hendra Malaka;Agus Cahyadi
Wash Basin (Sink);TOTO;Sanitary;Piece;29;600000;17400000;IDR;09/03/2023 13:21;Pickup;Tasikmalaya;Head Office;Saiful Ubaid;Ayu Putri Avicenna
Rebar 8mm;Master Steel;Steel;Meter;12;20000;240000;IDR;06/09/2024 15:40;Delivery;Denpasar;Branch;Saiful Ubaid;Permata Qaila
Tile Adhesive Mortar;AM;Mortar;Sack;42;60000;2520000;IDR;24/03/2020 8:13;Delivery;Denpasar;Branch;Kayla Jayawardana;Nina Octavia
